Name,Source,ClassName,ClassSource,Level,Description
Lay on Hands,XPHB,Paladin,XPHB,1,"[""Your blessed touch can heal wounds. You have a pool of healing power that replenishes when you finish a {@variantrule Long Rest|XPHB}. With that pool, you can restore a total number of {@variantrule Hit Points|XPHB} equal to five times your Paladin level."", ""As a {@variantrule Bonus Action|XPHB}, you can touch a creature (which could be yourself) and draw power from the pool of healing to restore a number of {@variantrule Hit Points|XPHB} to that creature, up to the maximum amount remaining in the pool."", ""You can also expend 5 {@variantrule Hit Points|XPHB} from the pool of healing power to remove the {@condition Poisoned|XPHB} condition from the creature; those points don't also restore {@variantrule Hit Points|XPHB} to the creature.""]"
Spellcasting,XPHB,Paladin,XPHB,1,"[""You have learned to cast spells through prayer and meditation. See {@book chapter 7|XPHB|7} for the rules on spellcasting. The information below details how you use those rules with Paladin spells, which appear in the {@filter Paladin spell list|spells|class=Paladin} later in the class's description."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Spell Slots"", ""entries"": [""The Paladin Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a {@variantrule Long Rest|XPHB}.""]}, {""type"": ""entries"", ""name"": ""Prepared Spells of Level 1+"", ""entries"": [""You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose two {@filter level 1 Paladin spells|spells|class=Paladin|level=1}. {@spell Heroism|XPHB} and {@spell Searing Smite|XPHB} are recommended."", ""The number of spells on your list increases as you gain Paladin levels, as shown in the Prepared Spells column of the Paladin Features table. Whenever that number increases, choose additional Paladin spells until the number of spells on your list matches the number in the Paladin Features table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 5 Paladin, your list of prepared spells can include six Paladin spells of level 1 or 2 in any combination."", ""If another Paladin feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Paladin spells for you.""]}, {""type"": ""entries"", ""name"": ""Changing Your Prepared Spells"", ""entries"": [""Whenever you finish a {@variantrule Long Rest|XPHB}, you can replace one spell on your list with another Paladin spell for which you have spell slots.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Charisma is your spellcasting ability for your Paladin spells.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use a {@item Holy Symbol|XPHB} as a {@variantrule Spellcasting Focus|XPHB} for your Paladin spells.""]}]}]"
Weapon Mastery,XPHB,Paladin,XPHB,1,"[""Your training with weapons allows you to use the {@variantrule weapon mastery properties|XPHB|mastery properties} of two kinds of {@filter weapons|items|type=simple weapon;martial weapon} of your choice with which you have proficiency, such as {@item Longsword|XPHB|Longswords} and {@item Javelin|XPHB|Javelins}."", ""Whenever you finish a {@variantrule Long Rest|XPHB}, you can change the kinds of weapons you chose. For example, you could switch to using the {@variantrule weapon mastery properties|XPHB|mastery properties} of {@item Halberd|XPHB|Halberds} and {@item Flail|XPHB|Flails}.""]"
Fighting Style,XPHB,Paladin,XPHB,2,"[""You gain a {@filter Fighting Style feat|feats|category=FS} of your choice. Instead of choosing one of those feats, you can choose the option below."", {""type"": ""entries"", ""entries"": [{""type"": ""refFeat"", ""feat"": ""Blessed Warrior|XPHB""}]}]"
Paladin's Smite,XPHB,Paladin,XPHB,2,"[""You always have the {@spell Divine Smite|XPHB} spell prepared. In addition, you can cast it without expending a spell slot, but you must finish a {@variantrule Long Rest|XPHB} before you can cast it in this way again.""]"
Channel Divinity,XPHB,Paladin,XPHB,3,"[""You can channel divine energy directly from the Outer Planes, using it to fuel magical effects. You start with one such effect: Divine Sense, which is described below. Other Paladin features give additional Channel Divinity effect options. Each time you use this class's Channel Divinity, you choose which effect from this class to create."", ""You can use this class's Channel Divinity twice. You regain one of its expended uses when you finish a {@variantrule Short Rest|XPHB}, and you regain all expended uses when you finish a {@variantrule Long Rest|XPHB}. You gain an additional use when you reach Paladin level 11."", ""If a Channel Divinity effect requires a saving throw, the DC equals the spell save DC from this class's Spellcasting feature."", {""type"": ""entries"", ""entries"": [{""type"": ""refClassFeature"", ""classFeature"": ""Divine Sense|Paladin|XPHB|3|XPHB""}]}]"
Divine Sense,XPHB,Paladin,XPHB,3,"[""As a {@variantrule Bonus Action|XPHB}, you can open your awareness to detect Celestials, Fiends, and Undead. For the next 10 minutes or until you have the {@condition Incapacitated|XPHB} condition, you know the location of any creature of those types within 60 feet of yourself, and you know its creature type. Within the same radius, you also detect the presence of any place or object that has been consecrated or desecrated, as with the {@spell Hallow|XPHB} spell.""]"
Paladin Subclass,XPHB,Paladin,XPHB,3,"[""You gain a Paladin subclass of your choice. A subclass is a specialization that grants you features at certain Paladin levels. For the rest of your career, you gain each of your subclass's features that are of your Paladin level or lower."", {""type"": ""inset"", ""name"": ""Breaking Your Oath"", ""entries"": [""A Paladin tries to hold to the highest standards of conduct, but even the most dedicated are fallible. Sometimes a Paladin transgresses their oath."", ""A Paladin who has broken a vow typically seeks absolution, spending an all-night vigil as a sign of penitence or undertaking a fast. After a rite of forgiveness, the Paladin starts fresh."", ""If your Paladin unrepentantly violates their oath, talk to your DM. Your Paladin should probably take a more appropriate subclass or even abandon the class and adopt another one.""]}]"
Ability Score Improvement,XPHB,Paladin,XPHB,4,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify. You gain this feature again at Paladin levels 8, 12, and 16.""]"
Extra Attack,XPHB,Paladin,XPHB,5,"[""You can attack twice instead of once whenever you take the {@action Attack|XPHB} action on your turn.""]"
Faithful Steed,XPHB,Paladin,XPHB,5,"[""You can call on the aid of an otherworldly steed. You always have the {@spell Find Steed|XPHB} spell prepared."", ""You can also cast the spell once without expending a spell slot, and you regain the ability to do so when you finish a {@variantrule Long Rest|XPHB}.""]"
Aura of Protection,XPHB,Paladin,XPHB,6,"[""You radiate a protective, unseeable aura in a 10-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} that originates from you. The aura is inactive while you have the {@condition Incapacitated|XPHB} condition."", ""You and your allies in the aura gain a bonus to saving throws equal to your Charisma modifier (minimum bonus of +1)."", ""If another Paladin is present, a creature can benefit from only one Aura of Protection at a time; the creature chooses which aura while in them.""]"
Subclass Feature,XPHB,Paladin,XPHB,7,"[""You gain a feature from your Paladin Subclass.""]"
Ability Score Improvement,XPHB,Paladin,XPHB,8,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Abjure Foes,XPHB,Paladin,XPHB,9,"[""As a {@action Magic|XPHB} action, you can expend one use of this class's Channel Divinity to overwhelm foes with awe. As you present your {@item Holy Symbol|XPHB} or weapon, you can target a number of creatures equal to your Charisma modifier (minimum of one creature) that you can see within 60 feet of yourself. Each target must succeed on a Wisdom saving throw or have the {@condition Frightened|XPHB} condition for 1 minute or until it takes any damage. While {@condition Frightened|XPHB} in this way, a target can do only one of the following on its turns: move, take an action, or take a {@variantrule Bonus Action|XPHB}.""]"
Aura of Courage,XPHB,Paladin,XPHB,10,"[""You and your allies have {@variantrule Immunity|XPHB} to the {@condition Frightened|XPHB} condition while in your Aura of Protection. If a {@condition Frightened|XPHB} ally enters the aura, that condition has no effect on that ally while there.""]"
Radiant Strikes,XPHB,Paladin,XPHB,11,"[""Your strikes now carry supernatural power. When you hit a target with an attack roll using a Melee weapon or an {@variantrule Unarmed Strike|XPHB}, the target takes an extra {@damage 1d8} Radiant damage.""]"
Ability Score Improvement,XPHB,Paladin,XPHB,12,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Restoring Touch,XPHB,Paladin,XPHB,14,"[""When you use Lay On Hands on a creature, you can also remove one or more of the following conditions from the creature: {@condition Blinded|XPHB}, {@condition Charmed|XPHB}, {@condition Deafened|XPHB}, {@condition Frightened|XPHB}, {@condition Paralyzed|XPHB}, or {@condition Stunned|XPHB}. You must expend 5 {@variantrule Hit Points|XPHB} from the healing pool of Lay On Hands for each of these conditions you remove; those points don't also restore {@variantrule Hit Points|XPHB} to the creature.""]"
Subclass Feature,XPHB,Paladin,XPHB,15,"[""You gain a feature from your Paladin Subclass.""]"
Ability Score Improvement,XPHB,Paladin,XPHB,16,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Aura Expansion,XPHB,Paladin,XPHB,18,"[""Your Aura of Protection is now a 30-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation}.""]"
Epic Boon,XPHB,Paladin,XPHB,19,"[""You gain an {@filter Epic Boon feat|feats|category=EB} or another {@5etools feat|feats.html} of your choice for which you qualify. {@feat Boon of Truesight|XPHB} is recommended.""]"
Subclass Feature,XPHB,Paladin,XPHB,20,"[""You gain a feature from your Paladin Subclass.""]"
Druidic,XPHB,Druid,XPHB,1,"[""You know Druidic, the secret language of Druids. While learning this ancient tongue, you also unlocked the magic of communicating with animals; you always have the {@spell Speak with Animals|XPHB} spell prepared."", ""You can use Druidic to leave hidden messages. You and others who know Druidic automatically spot such a message. Others spot the message's presence with a successful {@dc 15} Intelligence ({@skill Investigation|XPHB}) check but can't decipher it without magic.""]"
Magician,XPHB,Druid,XPHB,1,"[""You know one extra cantrip from the {@filter Druid spell list|spells|class=Druid}. In addition, your mystical connection to nature gives you a bonus to your Intelligence ({@skill Arcana|XPHB} or {@skill Nature|XPHB}) checks. The bonus equals your Wisdom modifier (minimum bonus of +1).""]"
Primal Order,XPHB,Druid,XPHB,1,"[""You have dedicated yourself to one of the following sacred roles of your choice."", {""type"": ""entries"", ""entries"": [{""type"": ""options"", ""count"": 1, ""entries"": [{""type"": ""refClassFeature"", ""classFeature"": ""Magician|Druid|XPHB|1""}, {""type"": ""refClassFeature"", ""classFeature"": ""Warden|Druid|XPHB|1""}]}]}]"
Spellcasting,XPHB,Druid,XPHB,1,"[""You have learned to cast spells through studying the mystical forces of nature. See {@book chapter 7|XPHB|7} for the rules on spellcasting. The information below details how you use those rules with Druid spells, which appear on the {@filter Druid spell list|spells|class=Druid} later in the class's description."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Cantrips"", ""entries"": [""You know two cantrips of your choice from the {@filter Druid spell list|spells|class=Druid}. {@spell Druidcraft|XPHB} and {@spell Produce Flame|XPHB} are recommended."", ""Whenever you gain a Druid level, you can replace one of your cantrips with another cantrip of your choice from the {@filter Druid spell list|spells|class=Druid}."", ""When you reach Druid levels 4 and 10, you learn another cantrip of your choice from the {@filter Druid spell list|spells|class=Druid}, as shown in the Cantrips column of the Druid Features table.""]}, {""type"": ""entries"", ""name"": ""Spell Slots"", ""entries"": [""The Druid Features table shows how many spell slots you have to cast your level 1+ spells. You regain all expended slots when you finish a {@variantrule Long Rest|XPHB}.""]}, {""type"": ""entries"", ""name"": ""Prepared Spells of Level 1+"", ""entries"": [""You prepare the list of level 1+ spells that are available for you to cast with this feature. To start, choose four level 1 spells from the {@filter Druid spell list|spells|class=Druid}. {@spell Animal Friendship|XPHB}, {@spell Cure Wounds|XPHB}, {@spell Faerie Fire|XPHB}, and {@spell Thunderwave|XPHB} are recommended."", ""The number of spells on your list increases as you gain Druid levels, as shown in the Prepared Spells column of the Druid Features table. Whenever that number increases, choose additional spells from the {@filter Druid spell list|spells|class=Druid} until the number of spells on your list matches the number on the table. The chosen spells must be of a level for which you have spell slots. For example, if you're a level 3 Druid, your list of prepared spells can include six spells of levels 1 and 2 in any combination."", ""If another Druid feature gives you spells that you always have prepared, those spells don't count against the number of spells you can prepare with this feature, but those spells otherwise count as Druid spells for you.""]}, {""type"": ""entries"", ""name"": ""Changing Your Prepared Spells"", ""entries"": [""Whenever you finish a {@variantrule Long Rest|XPHB}, you can change your list of prepared spells, replacing any of the spells with other Druid spells for which you have spell slots.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Ability"", ""entries"": [""Wisdom is your spellcasting ability for your Druid spells.""]}, {""type"": ""entries"", ""name"": ""Spellcasting Focus"", ""entries"": [""You can use a {@item Druidic Focus|XPHB} as a {@variantrule Spellcasting Focus|XPHB} for your Druid spells.""]}]}]"
Warden,XPHB,Druid,XPHB,1,"[""Trained for battle, you gain proficiency with {@filter Martial weapons|items|type=martial weapon} and training with {@filter Medium armor|items|type=Medium Armor}.""]"
Wild Companion,XPHB,Druid,XPHB,2,"[""You can summon a nature spirit that assumes an animal form to aid you. As a {@action Magic|XPHB} action, you can expend a spell slot or a use of Wild Shape to cast the {@spell Find Familiar|XPHB} spell without Material components."", ""When you cast the spell in this way, the familiar is Fey and disappears when you finish a {@variantrule Long Rest|XPHB}.""]"
Wild Shape,XPHB,Druid,XPHB,2,"[""The power of nature allows you to assume the form of an animal. As a {@variantrule Bonus Action|XPHB}, you shape-shift into a Beast form that you have learned for this feature (see \""Known Forms\"" below). You stay in that form for a number of hours equal to half your Druid level or until you use Wild Shape again, have the {@condition Incapacitated|XPHB} condition, or die. You can also leave the form early as a {@variantrule Bonus Action|XPHB}."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Number of Uses"", ""entries"": [""You can use Wild Shape twice. You regain one expended use when you finish a {@variantrule Short Rest|XPHB}, and you regain all expended uses when you finish a {@variantrule Long Rest|XPHB}."", ""You gain additional uses when you reach certain Druid levels, as shown in the Wild Shape column of the Druid Features table.""]}, {""type"": ""entries"", ""name"": ""Known Forms"", ""entries"": [""You know four Beast forms for this feature, chosen from among Beast stat blocks that have a maximum {@variantrule Challenge Rating|XPHB} of 1/4 and that lack a {@variantrule Fly Speed|XPHB} (see appendix B for stat block options). The {@creature Rat|XMM}, {@creature Riding Horse|XMM}, {@creature Spider|XMM}, and {@creature Wolf|XMM} are recommended. Whenever you finish a {@variantrule Long Rest|XPHB}, you can replace one of your known forms with another eligible form."", ""When you reach certain Druid levels, your number of known forms and the maximum {@variantrule Challenge Rating|XPHB} for those forms increases, as shown in the Beast Shapes table. In addition, starting at level 8, you can adopt a form that has a {@variantrule Fly Speed|XPHB}."", ""When choosing known forms, you may look in the {@book Monster Manual|XMM} or elsewhere for eligible Beasts if the Dungeon Master permits you to do so.""]}, {""type"": ""table"", ""caption"": ""Beast Shapes"", ""colLabels"": [""Druid Level"", ""Known Forms"", ""Max CR"", ""Fly Speed""], ""colStyles"": [""col-3 text-center"", ""col-3 text-center"", ""col-3 text-center""], ""rows"": [[""2"", ""4"", ""{@filter 1/4|bestiary|challenge rating=[&0;&1/4]|type=beast|speed type=!fly|miscellaneous=!swarm}"", ""No""], [""4"", ""6"", ""{@filter 1/2|bestiary|challenge rating=[&0;&1/2]|type=beast|speed type=!fly|miscellaneous=!swarm}"", ""No""], [""8"", ""8"", ""{@filter 1|bestiary|challenge rating=[&0;&1]|type=beast|miscellaneous=!swarm}"", ""Yes""]]}, {""type"": ""entries"", ""name"": ""Rules While Shape-Shifted"", ""entries"": [""While in a form, you retain your personality, memories, and ability to speak, and the following rules apply:"", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Temporary Hit Points"", ""entries"": [""When you assume a Wild Shape form, you gain a number of {@variantrule Temporary Hit Points|XPHB} equal to your Druid level.""]}, {""type"": ""item"", ""name"": ""Game Statistics"", ""entries"": [""Your game statistics are replaced by the Beast's stat block, but you retain your creature type; {@variantrule Hit Points|XPHB}; {@variantrule Hit Point Dice|XPHB}; Intelligence, Wisdom, and Charisma scores; class features; languages; and feats. You also retain your skill and saving throw proficiencies and use your {@variantrule Proficiency|XPHB|Proficiency Bonus} for them, in addition to gaining the proficiencies of the creature. If a skill or saving throw modifier in the Beast's stat block is higher than yours, use the one in the stat block.""]}, {""type"": ""item"", ""name"": ""No Spellcasting"", ""entries"": [""You can't cast spells, but shape-shifting doesn't break your {@status Concentration|XPHB} or otherwise interfere with a spell you've already cast.""]}, {""type"": ""item"", ""name"": ""Objects"", ""entries"": [""Your ability to handle objects is determined by the form's limbs rather than your own. In addition, you choose whether your equipment falls in your space, merges into your new form, or is worn by it. Worn equipment functions as normal, but the DM decides whether it's practical for the new form to wear a piece of equipment based on the creature's size and shape. Your equipment doesn't change size or shape to match the new form, and any equipment that the new form can't wear must either fall to the ground or merge with the form. Equipment that merges with the form has no effect while you're in that form.""]}]}]}]}]"
Druid Subclass,XPHB,Druid,XPHB,3,"[""You gain a Druid subclass of your choice. A subclass is a specialization that grants you features at certain Druid levels. For the rest of your career, you gain each of your subclass's features that are of your Druid level or lower.""]"
Ability Score Improvement,XPHB,Druid,XPHB,4,"[""You gain the {@feat Ability Score Improvement|XPHB} feat or another {@5etools feat|feats.html} of your choice for which you qualify. You gain this feature again at Druid levels 8, 12, and 16.""]"
Wild Resurgence,XPHB,Druid,XPHB,5,"[""Once on each of your turns, if you have no uses of Wild Shape left, you can give yourself one use by expending a spell slot (no action required)."", ""In addition, you can expend one use of Wild Shape (no action required) to give yourself a level 1 spell slot, but you can't do so again until you finish a {@variantrule Long Rest|XPHB}.""]"
Subclass Feature,XPHB,Druid,XPHB,6,"[""You gain a feature from your Druid Subclass.""]"
Elemental Fury,XPHB,Druid,XPHB,7,"[""The might of the elements flows through you. You gain one of the following options of your choice."", {""type"": ""entries"", ""entries"": [{""type"": ""options"", ""count"": 1, ""entries"": [{""type"": ""refClassFeature"", ""classFeature"": ""Potent Spellcasting|Druid|XPHB|7""}, {""type"": ""refClassFeature"", ""classFeature"": ""Primal Strike|Druid|XPHB|7""}]}]}]"
Potent Spellcasting,XPHB,Druid,XPHB,7,"[""Add your Wisdom modifier to the damage you deal with any Druid cantrip.""]"
Primal Strike,XPHB,Druid,XPHB,7,"[""Once on each of your turns when you hit a creature with an attack roll using a weapon or a Beast form's attack in Wild Shape, you can cause the target to take an extra {@damage 1d8} Cold, Fire, Lightning, or Thunder damage (choose when you hit).""]"
Ability Score Improvement,XPHB,Druid,XPHB,8,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Subclass Feature,XPHB,Druid,XPHB,10,"[""You gain a feature from your Druid Subclass.""]"
Ability Score Improvement,XPHB,Druid,XPHB,12,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Subclass Feature,XPHB,Druid,XPHB,14,"[""You gain a feature from your Druid Subclass.""]"
Improved Elemental Fury,XPHB,Druid,XPHB,15,"[""The option you chose for Elemental Fury grows more powerful, as detailed below."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Potent Spellcasting"", ""entries"": [""When you cast a Druid cantrip with a range of 10 feet or greater, the spell's range increases by 300 feet.""]}, {""type"": ""entries"", ""name"": ""Primal Strike"", ""entries"": [""The extra damage of your Primal Strike increases to {@damage 2d8}.""]}]}]"
Ability Score Improvement,XPHB,Druid,XPHB,16,"[""You gain the {@feat Ability Score Improvement|XPHB} Feat or another {@5etools feat|feats.html} of your choice for which you qualify.""]"
Beast Spells,XPHB,Druid,XPHB,18,"[""While using Wild Shape, you can cast spells in Beast form, except for any spell that has a Material component with a cost specified or that consumes its Material component.""]"
Epic Boon,XPHB,Druid,XPHB,19,"[""You gain an {@filter Epic Boon feat|feats|category=EB} or another {@5etools feat|feats.html} of your choice for which you qualify. {@feat Boon of Dimensional Travel|XPHB} is recommended.""]"
Archdruid,XPHB,Druid,XPHB,20,"[""The vitality of nature constantly blooms within you, granting you the following benefits."", {""type"": ""entries"", ""entries"": [{""type"": ""entries"", ""name"": ""Evergreen Wild Shape"", ""entries"": [""Whenever you roll {@variantrule Initiative|XPHB} and have no uses of Wild Shape left, you regain one expended use of it.""]}, {""type"": ""entries"", ""name"": ""Nature Magician"", ""entries"": [""You can convert uses of Wild Shape into a spell slot (no action required). Choose a number of your unexpended uses of Wild Shape and convert them into a single spell slot, with each use contributing 2 spell levels. For example, if you convert two uses of Wild Shape, you produce a level 4 spell slot. Once you use this benefit, you can't do so again until you finish a {@variantrule Long Rest|XPHB}.""]}, {""type"": ""entries"", ""name"": ""Longevity"", ""entries"": [""The primal magic that you wield causes you to age more slowly. For every ten years that pass, your body ages only one year.""]}]}]"
