Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Sheep,XDMG,TG|XDMG,False,none,,200,,,,,,
Shield of Missile Attraction,XDMG,S|XPHB,False,rare,6,,true,"[""While holding this Shield, you have {@variantrule Resistance|XPHB} to damage from attacks made with Ranged weapons."", {""type"": ""entries"", ""name"": ""Curse"", ""entries"": [""This Shield is cursed. Attuning to it curses you until you are targeted by a {@spell Remove Curse|XPHB} spell or similar magic. Removing the Shield fails to end the curse on you. Whenever an attack with a Ranged weapon targets a creature within 10 feet of you, the curse causes you to become the target instead.""]}]",,,,2
Shield of the Cavalier,XDMG,S|XPHB,False,very rare,6,,true,"[""While holding this Shield, you have a +2 bonus to {@variantrule Armor Class|XPHB}. This bonus is in addition to the Shield's normal bonus to AC."", ""The Shield has the following additional properties that you can use while holding it."", {""type"": ""entries"", ""name"": ""Forceful Bash"", ""entries"": [""When you take the {@action Attack|XPHB} action, you can make one of the attack rolls using the Shield against a target within 5 feet of yourself. Apply your {@variantrule Proficiency|XPHB|Proficiency Bonus} and Strength modifier to the attack roll. On a hit, the Shield deals Force damage to the target equal to {@dice 2d6 + 2} plus your Strength modifier, and if the target is a creature, you can push it up to 10 feet directly away from yourself. If the creature is your size or smaller, you can also knock it down, giving it the {@condition Prone|XPHB} condition.""]}, {""type"": ""entries"", ""name"": ""Protective Field"", ""entries"": [""As a {@variantrule Reaction|XPHB}, when you or an ally you can see within 5 feet of you is targeted by an attack or makes a saving throw against an area of effect, you can use the Shield to create an immobile 5-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from you. When the {@variantrule Emanation [Area of Effect]|XPHB|Emanation} appears, any creatures or objects not fully contained within it are pushed into the nearest unoccupied spaces outside it. The attack or area of effect that triggered the {@variantrule Reaction|XPHB} has no effect on creatures and objects inside the {@variantrule Emanation [Area of Effect]|XPHB|Emanation}, which lasts as long as you maintain {@status Concentration|XPHB}, up to 1 minute. Nothing can pass into or out of the {@variantrule Emanation [Area of Effect]|XPHB|Emanation}. A creature or object inside the {@variantrule Emanation [Area of Effect]|XPHB|Emanation} can't be damaged by attacks or effects originating from outside, nor can a creature inside the {@variantrule Emanation [Area of Effect]|XPHB|Emanation} damage anything outside it. Once this property is used, it can't be used again until the next dawn.""]}]",,,,2
Shovel,XPHB,G|XPHB,False,none,5,200,,"[""Working for 1 hour, you can use a Shovel to dig a hole that is 5 feet on each side in soil or similar material.""]",,,,
Signal Whistle,XPHB,G|XPHB,False,none,,5,,"[""When blown as a {@action Utilize|XPHB} action, a Signal Whistle produces a sound that can be heard up to 600 feet away.""]",,,,
Silk,XDMG,TG|XDMG,False,none,1,1000,,,,,,
Silver,XDMG,TG|XDMG,False,none,1,500,,,,,,
Silver Dragon Scale Mail,XDMG,MA|XPHB,False,very rare,45,,true,"[""{#itemEntry Dragon Scale Mail|XDMG}""]",,,,14
Sled,XPHB,VEH|XPHB,False,none,300,2000,,,,,,
Slippers of Spider Climbing,XDMG,,False,uncommon,,,true,"[""While you wear these light shoes, you can move up, down, and across vertical surfaces and along ceilings, while leaving your hands free. You have a {@variantrule Climb Speed|XPHB} equal to your {@variantrule Speed|XPHB}. However, the slippers don't allow you to move this way on a slippery surface, such as one covered by ice or oil.""]",,,,
Sovereign Glue,XDMG,,False,legendary,,,,"[""This viscous, milky-white substance can form a permanent adhesive bond between any two objects. It must be stored in a jar or flask that has been coated inside with {@item Oil of Slipperiness|XDMG}. When found, a container contains {@dice 1d6 + 1} ounces."", ""One ounce of the glue can cover a 1-foot square surface. Applying an ounce of Sovereign Glue takes a {@action Utilize|XPHB} action, and the applied glue takes 1 minute to set. Once it has done so, the bond it creates can be broken only by the application of {@item Universal Solvent|XDMG} or {@item Oil of Etherealness|XDMG}, or with a {@spell Wish|XPHB} spell.""]",,,,
Spell Scroll (Cantrip),XDMG,SC|XPHB,False,common,,3000,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 10} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 13, and the attack bonus is {@hit 5}.""]",,,,
Spell Scroll (Level 1),XDMG,SC|XPHB,False,common,,5000,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 11} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 13, and the attack bonus is {@hit 5}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 1 spell is copied in this way, the copier must succeed on a {@dc 11} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 2),XDMG,SC|XPHB,False,uncommon,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 12} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 13, and the attack bonus is {@hit 5}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 2 spell is copied in this way, the copier must succeed on a {@dc 12} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 3),XDMG,SC|XPHB,False,uncommon,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 13} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 15, and the attack bonus is {@hit 7}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 3 spell is copied in this way, the copier must succeed on a {@dc 13} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 4),XDMG,SC|XPHB,False,rare,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 14} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 15, and the attack bonus is {@hit 7}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 4 spell is copied in this way, the copier must succeed on a {@dc 14} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 5),XDMG,SC|XPHB,False,rare,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 15} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 17, and the attack bonus is {@hit 9}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 5 spell is copied in this way, the copier must succeed on a {@dc 15} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 6),XDMG,SC|XPHB,False,very rare,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 16} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 17, and the attack bonus is {@hit 9}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 6 spell is copied in this way, the copier must succeed on a {@dc 16} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 7),XDMG,SC|XPHB,False,very rare,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 17} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 18, and the attack bonus is {@hit 10}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 7 spell is copied in this way, the copier must succeed on a {@dc 17} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 8),XDMG,SC|XPHB,False,very rare,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 18} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 18, and the attack bonus is {@hit 10}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 8 spell is copied in this way, the copier must succeed on a {@dc 18} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spell Scroll (Level 9),XDMG,SC|XPHB,False,legendary,,,,"[""A Spell Scroll bears the words of a single spell, written in a mystical cipher. If the spell is on your spell list, you can read the scroll and cast its spell without Material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the scroll crumbles to dust. If the casting is interrupted, the scroll isn't lost."", ""If the spell is on your spell list but of a higher level than you can normally cast, you make a {@dc 19} ability check using your spellcasting ability to determine whether you cast the spell. On a failed check, the spell disappears from the scroll with no other effect."", ""If the spell requires a saving throw or an attack roll, the spell save DC is 19, and the attack bonus is {@hit 11}."", {""type"": ""entries"", ""name"": ""Copying a Scroll into a Spellbook"", ""entries"": [""A Wizard spell on a Spell Scroll can be copied into a spellbook. When a level 9 spell is copied in this way, the copier must succeed on a {@dc 19} Intelligence ({@skill Arcana|XPHB}). On a successful check, the spell is copied. Whether the check succeeds or fails, the Spell Scroll is destroyed.""]}]",,,,
Spellguard Shield,XDMG,S|XPHB,False,very rare,6,,true,"[""While holding this Shield, you have {@variantrule Advantage|XPHB} on saving throws against spells and other magical effects, and spell attack rolls have {@variantrule Disadvantage|XPHB} against you.""]",,,,2
Sphere of Annihilation,XDMG,,False,legendary,,,,"[""This 2-foot-diameter black sphere is a hole in the multiverse, hovering in space and stabilized by a magical field surrounding it."", ""The sphere obliterates all matter it passes through and all matter that passes through it. Artifacts are the exception. Unless an Artifact is susceptible to damage from a Sphere of Annihilation, it passes through the sphere unscathed. Anything else that touches the sphere but isn't wholly engulfed and obliterated by it takes {@damage 8d10} Force damage."", {""type"": ""entries"", ""name"": ""Controlling the Sphere"", ""entries"": [""A Sphere of Annihilation is stationary until someone takes control of it. If you are within 60 feet of a sphere, you can take a {@action Magic|XPHB} action to make a {@dc 25} Intelligence ({@skill Arcana|XPHB}) check. On a successful check, you control the sphere until the start of your next turn, and if it was under another creature's control, that creature loses control of the sphere. On a failed check, the sphere moves 10 feet toward you in a straight line."", ""While in control of the sphere, you can take a {@variantrule Bonus Action|XPHB} to cause it to move in one direction of your choice, up to a number of feet equal to 5 times your Intelligence modifier (minimum 5 feet). Any creature whose space the sphere enters must succeed on a {@dc 19} Dexterity saving throw or be touched by it, taking {@damage 8d10} Force damage. A creature reduced to 0 {@variantrule Hit Points|XPHB} by this damage is obliterated, leaving its possessions behind but no other physical remains.""]}, {""type"": ""entries"", ""name"": ""Sphere Interactions"", ""entries"": [""If the sphere comes into contact with a planar portal (such as that created by the {@spell Gate|XPHB} spell) or an extradimensional space (such as that within a Portable Hole), the DM determines randomly what happens using the following table."", {""type"": ""table"", ""colStyles"": [""col-2 text-center"", ""col-10""], ""colLabels"": [""1d100"", ""Result""], ""rows"": [[""01-50"", ""The sphere is destroyed.""], [""51-85"", ""The sphere moves through the portal or into the extradimensional space.""], [""86-00"", ""A spatial rift sends the sphere and each creature and object within 180 feet of the sphere to a random plane of existence.""]]}]}]",,,,
Sprig of Mistletoe,XPHB,SCF|XPHB,False,none,,100,,,,,,
Spyglass,XPHB,G|XPHB,False,none,1,100000,,"[""Objects viewed through a Spyglass are magnified to twice their size.""]",,,,
Stabling (per day),XPHB,TAH|XPHB,False,none,,5,,,,,,
Staff of Charming,XDMG,M|XPHB,False,rare,4,,"by a bard, cleric, druid, sorcerer, warlock, or wizard","[""This staff has 10 charges. While holding the staff, you can use any of its properties:"", {""type"": ""list"", ""style"": ""list-hang-notitle"", ""items"": [{""type"": ""item"", ""name"": ""Cast Spell"", ""entries"": [""You can expend 1 of the staff's charges to cast {@spell Charm Person|XPHB}, {@spell Command|XPHB}, or {@spell Comprehend Languages|XPHB} from it using your spell save DC.""]}, {""type"": ""item"", ""name"": ""Reflect Enchantment"", ""entries"": [""If you succeed on a saving throw against an Enchantment spell that targets only you, you can take a {@variantrule Reaction|XPHB} to expend 1 charge from the staff and turn the spell back on its caster as if you had cast the spell.""]}, {""type"": ""item"", ""name"": ""Resist Enchantment"", ""entries"": [""If you fail a saving throw against an Enchantment spell that targets only you, you can turn your failed save into a successful one. You can't use this property of the staff again until the next dawn.""]}]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 1d8 + 2} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, the staff crumbles to dust and is destroyed.""]}]","[""V|XPHB""]",1d6,B,
Staff of Fire,XDMG,M|XPHB,False,very rare,4,,"by a druid, sorcerer, warlock, or wizard","[""You have {@variantrule Resistance|XPHB} to Fire damage while you hold this staff."", {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""The staff has 10 charges. While holding the staff, you can cast one of the spells on the following table from it, using your spell save DC. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Burning Hands|XPHB}"", ""1""], [""{@spell Fireball|XPHB}"", ""3""], [""{@spell Wall of Fire|XPHB}"", ""4""]]}]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, the staff crumbles into cinders and is destroyed.""]}]","[""V|XPHB""]",1d6,B,
Staff of Frost,XDMG,M|XPHB,False,very rare,4,,"by a druid, sorcerer, warlock, or wizard","[""You have {@variantrule Resistance|XPHB} to Cold damage while you hold this staff."", {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""The staff has 10 charges. While holding the staff, you can cast one of the spells on the following table from it, using your spell save DC. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Cone of Cold|XPHB}"", ""5""], [""{@spell Fog Cloud|XPHB}"", ""1""], [""{@spell Ice Storm|XPHB}"", ""4""], [""{@spell Wall of Ice|XPHB}"", ""4""]]}]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, the staff turns to water and is destroyed.""]}]","[""V|XPHB""]",1d6,B,
Staff of Healing,XDMG,M|XPHB,False,rare,4,,"by a bard, cleric, or druid","[""This staff has 10 charges. While holding the staff, you can cast one of the spells on the following table from it, using your spellcasting ability modifier. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Cure Wounds|XPHB}"", ""1 charge per spell level (maximum 4 for a level 4 spell)""], [""{@spell Lesser Restoration|XPHB}"", ""2""], [""{@spell Mass Cure Wounds|XPHB}"", ""5""]]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, the staff vanishes in a flash of light, lost forever.""]}]","[""V|XPHB""]",1d6,B,
Staff of Power,XDMG,M|XPHB,False,very rare,4,,"by a sorcerer, warlock, or wizard","[""This staff has 20 charges and can be wielded as a magic Quarterstaff that grants a +2 bonus to attack rolls and damage rolls made with it. While holding it, you gain a +2 bonus to {@variantrule Armor Class|XPHB}, saving throws, and spell attack rolls."", {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""While holding the staff , you can cast one of the spells on the following table from it, using your spell save DC. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Cone of Cold|XPHB}"", ""5""], [""{@spell Fireball|XPHB} (level 5 version)"", ""5""], [""{@spell Globe of Invulnerability|XPHB}"", ""6""], [""{@spell Hold Monster|XPHB}"", ""5""], [""{@spell Levitate|XPHB}"", ""2""], [""{@spell Lightning Bolt|XPHB} (level 5 version)"", ""5""], [""{@spell Magic Missile|XPHB}"", ""1""], [""{@spell Ray of Enfeeblement|XPHB}"", ""1""], [""{@spell Wall of Force|XPHB}"", ""5""]]}]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 2d8 + 4} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, the staff retains its +2 bonus to attack rolls and damage rolls but loses all other properties. On a 20, the staff regains {@dice 1d8 + 2} charges.""]}, {""type"": ""entries"", ""name"": ""Retributive Strike"", ""entries"": [""You can take a {@action Magic|XPHB} action to break the staff over your knee or against a solid surface. The staff is destroyed and releases its magic in an explosion that fills a 30-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from itself. You have a {@chance 50} chance to instantly travel to a random plane of existence, avoiding the explosion. If you fail to avoid the effect, you take Force damage equal to 16 times the number of charges in the staff. Each other creature in the area makes a {@dc 17} Dexterity saving throw. On a failed save, a creature takes Force damage equal to 4 times the number of charges in the staff. On a successful save, a creature takes half as much damage.""]}]","[""V|XPHB""]",1d6,B,
Staff of Striking,XDMG,M|XPHB,False,very rare,4,,true,"[""This staff can be wielded as a magic Quarterstaff that grants a +3 bonus to attack rolls and damage rolls made with it."", ""The staff has 10 charges. When you hit with a melee attack using it, you can expend up to 3 charges. For each charge you expend, the target takes an extra {@damage 1d6} Force damage."", {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, the staff becomes a nonmagical Quarterstaff.""]}]","[""V|XPHB""]",1d6,B,
Staff of Swarming Insects,XDMG,M|XPHB,False,rare,4,,"by a bard, cleric, druid, sorcerer, warlock, or wizard","[""This staff has 10 charges."", {""type"": ""entries"", ""name"": ""Insect Cloud"", ""entries"": [""While holding the staff , you can take a {@action Magic|XPHB} action and expend 1 charge to cause a swarm of harmless flying insects to fill a 30-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from you. The insects remain for 10 minutes, making the area {@variantrule Heavily Obscured|XPHB} for creatures other than you. A strong wind (like that created by {@spell Gust of Wind|XPHB}) disperses the swarm and ends the effect.""]}, {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""While holding the staff, you can cast one of the spells on the following table from it, using your spell save DC and spell attack modifier. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Giant Insect|XPHB}"", ""4""], [""{@spell Insect Plague|XPHB}"", ""5""]]}]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 1, a swarm of insects consumes and destroys the staff, then disperses.""]}]","[""V|XPHB""]",1d6,B,
Staff of the Magi,XDMG,M|XPHB,False,legendary,4,,"by a sorcerer, warlock, or wizard","[""This staff has 50 charges and can be wielded as a magic Quarterstaff that grants a +2 bonus to attack rolls and damage rolls made with it. While you hold it, you gain a +2 bonus to spell attack rolls."", {""type"": ""entries"", ""name"": ""Spell Absorption"", ""entries"": [""While holding the staff , you have {@variantrule Advantage|XPHB} on saving throws against spells. In addition, you can take a {@variantrule Reaction|XPHB} when another creature casts a spell that targets only you. If you do, the staff absorbs the magic of the spell, canceling its effect and gaining a number of charges equal to the absorbed spell's level. However, if doing so brings the staff's total number of charges above 50, the staff explodes as if you activated its Retributive Strike (see below).""]}, {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""While holding the staff, you can cast one of the spells on the following table from it, using your spell save DC. The table indicates how many charges you must expend to cast the spell."", {""type"": ""table"", ""colStyles"": [""col-10"", ""col-2 text-center""], ""colLabels"": [""Spell"", ""Charge Cost""], ""rows"": [[""{@spell Arcane Lock|XPHB}"", ""0""], [""{@spell Conjure Elemental|XPHB}"", ""7""], [""{@spell Detect Magic|XPHB}"", ""0""], [""{@spell Dispel Magic|XPHB}"", ""3""], [""{@spell Enlarge/Reduce|XPHB}"", ""0""], [""{@spell Fireball|XPHB} (level 7 version)"", ""7""], [""{@spell Flaming Sphere|XPHB}"", ""2""], [""{@spell Ice Storm|XPHB}"", ""4""], [""{@spell Invisibility|XPHB}"", ""2""], [""{@spell Knock|XPHB}"", ""2""], [""{@spell Light|XPHB}"", ""0""], [""{@spell Lightning Bolt|XPHB} (level 7 version)"", ""7""], [""{@spell Mage Hand|XPHB}"", ""0""], [""{@spell Passwall|XPHB}"", ""5""], [""{@spell Plane Shift|XPHB}"", ""7""], [""{@spell Protection from Evil and Good|XPHB}"", ""0""], [""{@spell Telekinesis|XPHB}"", ""5""], [""{@spell Wall of Fire|XPHB}"", ""4""], [""{@spell Web|XPHB}"", ""2""]]}]}, {""type"": ""entries"", ""name"": ""Regaining Charges"", ""entries"": [""The staff regains {@dice 4d6 + 2} expended charges daily at dawn. If you expend the last charge, roll {@dice 1d20}. On a 20, the staff regains {@dice 1d12 + 1} charges.""]}, {""type"": ""entries"", ""name"": ""Retributive Strike"", ""entries"": [""You can take a {@action Magic|XPHB} action to break the staff over your knee or against a solid surface. The staff is destroyed and releases its magic in an explosion that fills a 30-foot {@variantrule Emanation [Area of Effect]|XPHB|Emanation} originating from itself. You have a {@chance 50} chance to instantly travel to a random plane of existence, avoiding the explosion. If you fail to avoid the effect, you take Force damage equal to 16 times the number of charges in the staff. Each other creature in the area makes a {@dc 17} Dexterity saving throw. On a failed save, a creature takes Force damage equal to 6 times the number of charges in the staff. On a successful save, a creature takes half as much damage.""]}]","[""V|XPHB""]",1d6,B,
Staff of the Python,XDMG,M|XPHB,False,uncommon,4,,true,"[""As a {@action Magic|XPHB} action, you can throw this staff so that it lands in an unoccupied space within 10 feet of you, causing the staff to become a {@creature Giant Constrictor Snake|XMM} in that space. The snake is under your control and shares your {@variantrule Initiative|XPHB} count, taking its turn immediately after yours."", ""On your turn, you can mentally command the snake (no action required) if it is within 60 feet of you and you don't have the {@condition Incapacitated|XPHB} condition. You decide what action the snake takes and where it moves during its turn, or you can issue it a general command, such as to attack your enemies or guard a location. Absent commands from you, the snake defends itself."", ""As a {@variantrule Bonus Action|XPHB}, you can command the snake to revert to staff form in its current space, and you can't use the staff's property again for 1 hour. If the snake is reduced to 0 {@variantrule Hit Points|XPHB}, it dies and reverts to its staff form; the staff then shatters and is destroyed. If the snake reverts to staff form before losing all its {@variantrule Hit Points|XPHB}, it regains all of them.""]","[""V|XPHB""]",1d6,B,
