Name,Source,ClassName,ClassSource,Level,Description
Wild Shape Improvement,PHB,Druid,PHB,4,"[""At 4th level, your Wild Shape improves as shown on the Beast Shapes table.""]"
Druid Circle feature,PHB,Druid,PHB,6,"[""At 6th level, you gain a feature granted by your Druid Circle.""]"
Ability Score Improvement,PHB,Druid,PHB,8,"[""When you reach 8th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Wild Shape Improvement,PHB,Druid,PHB,8,"[""At 8th level, your Wild Shape improves as shown on the Beast Shapes table.""]"
Druid Circle feature,PHB,Druid,PHB,10,"[""At 10th level, you gain a feature granted by your Druid Circle feature.""]"
Ability Score Improvement,PHB,Druid,PHB,12,"[""When you reach 12th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Druid Circle feature,PHB,Druid,PHB,14,"[""At 14th level, you gain a feature granted by your Druid Circle feature.""]"
Ability Score Improvement,PHB,Druid,PHB,16,"[""When you reach 16th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Beast Spells,PHB,Druid,PHB,18,"[""Beginning at 18th level, you can cast many of your druid spells in any shape you assume using Wild Shape. You can perform the somatic and verbal components of a druid spell while in a beast shape, but you aren't able to provide material components.""]"
Timeless Body,PHB,Druid,PHB,18,"[""Starting at 18th level, the primal magic that you wield causes you to age more slowly. For every 10 years that pass, your body ages only 1 year.""]"
Ability Score Improvement,PHB,Druid,PHB,19,"[""When you reach 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."", ""If your DM allows the use of feats, you may instead take a {@5etools feat|feats.html}.""]"
Archdruid,PHB,Druid,PHB,20,"[""At 20th level, you can use your Wild Shape an unlimited number of times."", ""Additionally, you can ignore the verbal and somatic components of your druid spells, as well as any material components that lack a cost and aren't consumed by a spell. You gain this benefit in both your normal shape and your beast shape from Wild Shape.""]"
