Name,Source,Size,Type,Alignment,AC,HP,Speed,STR,DEX,CON,INT,WIS,CHA,Save,Skill,Passive Perception,Languages,CR,Traits,Actions,Bonus Actions,Reactions,Legendary Actions,Spellcasting
Awakened Tree,MM,"[""H""]",plant,"[""U""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 59, ""formula"": ""7d12 + 14""}","{""walk"": 20}",19,6,15,10,10,7,,,10,"[""one language known by its creator""]",2,"[{""name"": ""False Appearance"", ""entries"": [""While the tree remains motionless, it is indistinguishable from a normal tree.""]}]","[{""name"": ""Slam"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 10 ft., one target. {@h}14 ({@damage 3d6 + 4}) bludgeoning damage.""]}]",,,,
Axe Beak,MM,"[""L""]",beast,"[""U""]",[11],"{""average"": 19, ""formula"": ""3d10 + 3""}","{""walk"": 50}",14,12,12,2,10,5,,,10,,1/4,,"[{""name"": ""Beak"", ""entries"": [""{@atk mw} {@hit 4} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d8 + 2}) slashing damage.""]}]",,,,
Azer,MM,"[""M""]",elemental,"[""L"", ""N""]","[{""ac"": 17, ""from"": [""natural armor"", ""{@item shield|phb}""]}]","{""average"": 39, ""formula"": ""6d8 + 12""}","{""walk"": 30}",17,12,15,12,13,10,"{""con"": ""+4""}",,11,"[""Ignan""]",2,"[{""name"": ""Heated Body"", ""entries"": [""A creature that touches the azer or hits it with a melee attack while within 5 feet of it takes 5 ({@damage 1d10}) fire damage.""]}, {""name"": ""Heated Weapons"", ""entries"": [""When the azer hits with a metal melee weapon, it deals an extra 3 ({@damage 1d6}) fire damage (included in the attack).""]}, {""name"": ""Illumination"", ""entries"": [""The azer sheds bright light in a 10-foot radius and dim light for an additional 10 feet.""]}]","[{""name"": ""Warhammer"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}7 ({@damage 1d8 + 3}) bludgeoning damage, or 8 ({@damage 1d10 + 3}) bludgeoning damage if used with two hands to make a melee attack, plus 3 ({@damage 1d6}) fire damage.""]}]",,,,
Baboon,MM,"[""S""]",beast,"[""U""]",[12],"{""average"": 3, ""formula"": ""1d6""}","{""walk"": 30, ""climb"": 30}",8,14,11,4,12,6,,,11,,0,"[{""name"": ""Pack Tactics"", ""entries"": [""The baboon has advantage on an attack roll against a creature if at least one of the baboon's allies is within 5 feet of the creature and the ally isn't {@condition incapacitated}.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 1} to hit, reach 5 ft., one target. {@h}1 ({@damage 1d4 - 1}) piercing damage.""]}]",,,,
Badger,MM,"[""T""]",beast,"[""U""]",[10],"{""average"": 3, ""formula"": ""1d4 + 1""}","{""walk"": 20, ""burrow"": 5}",4,11,12,2,12,5,,,11,,0,"[{""name"": ""Keen Smell"", ""entries"": [""The badger has advantage on Wisdom ({@skill Perception}) checks that rely on smell.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 2} to hit, reach 5 ft., one target. {@h}1 piercing damage.""]}]",,,,
Balor,MM,"[""H""]","{""type"": ""fiend"", ""tags"": [""demon""]}","[""C"", ""E""]","[{""ac"": 19, ""from"": [""natural armor""]}]","{""average"": 262, ""formula"": ""21d12 + 126""}","{""walk"": 40, ""fly"": 80}",26,15,22,20,16,22,"{""str"": ""+14"", ""con"": ""+12"", ""wis"": ""+9"", ""cha"": ""+12""}",,13,"[""Abyssal"", ""telepathy 120 ft.""]",19,"[{""name"": ""Death Throes"", ""entries"": [""When the balor dies, it explodes, and each creature within 30 feet of it must make a {@dc 20} Dexterity saving throw, taking 70 ({@damage 20d6}) fire damage on a failed save, or half as much damage on a successful one. The explosion ignites flammable objects in that area that aren't being worn or carried, and it destroys the balor's weapons.""]}, {""name"": ""Fire Aura"", ""entries"": [""At the start of each of the balor's turns, each creature within 5 feet of it takes 10 ({@damage 3d6}) fire damage, and flammable objects in the aura that aren't being worn or carried ignite. A creature that touches the balor or hits it with a melee attack while within 5 feet of it takes 10 ({@damage 3d6}) fire damage.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The balor has advantage on saving throws against spells and other magical effects.""]}, {""name"": ""Magic Weapons"", ""entries"": [""The balor's weapon attacks are magical.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The balor makes two attacks: one with its longsword and one with its whip.""]}, {""name"": ""Longsword"", ""entries"": [""{@atk mw} {@hit 14} to hit, reach 10 ft., one target. {@h}21 ({@damage 3d8 + 8}) slashing damage plus 13 ({@damage 3d8}) lightning damage. If the balor scores a critical hit, it rolls damage dice three times, instead of twice.""]}, {""name"": ""Whip"", ""entries"": [""{@atk mw} {@hit 14} to hit, reach 30 ft., one target. {@h}15 ({@damage 2d6 + 8}) slashing damage plus 10 ({@damage 3d6}) fire damage, and the target must succeed on a {@dc 20} Strength saving throw or be pulled up to 25 feet toward the balor.""]}, {""name"": ""Teleport"", ""entries"": [""The balor magically teleports, along with any equipment it is wearing or carrying, up to 120 feet to an unoccupied space it can see.""]}]",,,,
Bandit,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""any race""]}","[""NX"", ""C"", ""G"", ""NY"", ""E""]","[{""ac"": 12, ""from"": [""{@item leather armor|phb}""]}]","{""average"": 11, ""formula"": ""2d8 + 2""}","{""walk"": 30}",11,12,12,10,10,10,,,10,"[""any one language (usually Common)""]",1/8,,"[{""name"": ""Scimitar"", ""entries"": [""{@atk mw} {@hit 3} to hit, reach 5 ft., one target. {@h}4 ({@damage 1d6 + 1}) slashing damage.""]}, {""name"": ""Light Crossbow"", ""entries"": [""{@atk rw} {@hit 3} to hit, range 80/320 ft., one target. {@h}5 ({@damage 1d8 + 1}) piercing damage.""]}]",,,,
Bandit Captain,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""any race""]}","[""NX"", ""C"", ""G"", ""NY"", ""E""]","[{""ac"": 15, ""from"": [""{@item studded leather armor|phb|studded leather}""]}]","{""average"": 65, ""formula"": ""10d8 + 20""}","{""walk"": 30}",15,16,14,14,11,14,"{""str"": ""+4"", ""dex"": ""+5"", ""wis"": ""+2""}","{""athletics"": ""+4"", ""deception"": ""+4""}",10,"[""any two languages""]",2,,"[{""name"": ""Multiattack"", ""entries"": [""The captain makes three melee attacks: two with its scimitar and one with its dagger. Or the captain makes two ranged attacks with its daggers.""]}, {""name"": ""Scimitar"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) slashing damage.""]}, {""name"": ""Dagger"", ""entries"": [""{@atk mw,rw} {@hit 5} to hit, reach 5 ft. or range 20/60 ft., one target. {@h}5 ({@damage 1d4 + 3}) piercing damage.""]}]",,"[{""name"": ""Parry"", ""entries"": [""The captain adds 2 to its AC against one melee attack that would hit it. To do so, the captain must see the attacker and be wielding a melee weapon.""]}]",,
Barbed Devil,MM,"[""M""]","{""type"": ""fiend"", ""tags"": [""devil""]}","[""L"", ""E""]","[{""ac"": 15, ""from"": [""natural armor""]}]","{""average"": 110, ""formula"": ""13d8 + 52""}","{""walk"": 30}",16,17,18,12,14,14,"{""str"": ""+6"", ""con"": ""+7"", ""wis"": ""+5"", ""cha"": ""+5""}","{""deception"": ""+5"", ""insight"": ""+5"", ""perception"": ""+8""}",18,"[""Infernal"", ""telepathy 120 ft.""]",5,"[{""name"": ""Barbed Hide"", ""entries"": [""At the start of each of its turns, the barbed devil deals 5 ({@damage 1d10}) piercing damage to any creature grappling it.""]}, {""name"": ""Devil's Sight"", ""entries"": [""Magical darkness doesn't impede the devil's darkvision.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The devil has advantage on saving throws against spells and other magical effects.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.""]}, {""name"": ""Claw"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}6 ({@damage 1d6 + 3}) piercing damage.""]}, {""name"": ""Tail"", ""entries"": [""{@atk mw} {@hit 6} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) piercing damage.""]}, {""name"": ""Hurl Flame"", ""entries"": [""{@atk rs} {@hit 5} to hit, range 150 ft., one target. {@h}10 ({@damage 3d6}) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire.""]}]",,,,
Basilisk,MM,"[""M""]",monstrosity,"[""U""]","[{""ac"": 15, ""from"": [""natural armor""]}]","{""average"": 52, ""formula"": ""8d8 + 16""}","{""walk"": 20}",16,8,15,2,8,7,,,9,,3,"[{""name"": ""Petrifying Gaze"", ""entries"": [""If a creature starts its turn within 30 feet of the basilisk and the two of them can see each other, the basilisk can force the creature to make a {@dc 12} Constitution saving throw if the basilisk isn't {@condition incapacitated}. On a failed save, the creature magically begins to turn to stone and is {@condition restrained}. It must repeat the saving throw at the end of its next turn. On a success, the effect ends. On a failure, the creature is {@condition petrified} until freed by the  {@spell greater restoration} spell or other magic."", ""A creature that isn't {@status surprised} can avert its eyes to avoid the saving throw at the start of its turn. If it does so, it can't see the basilisk until the start of its next turn, when it can avert its eyes again. If it looks at the basilisk in the meantime, it must immediately make the save."", ""If the basilisk sees its reflection within 30 feet of it in bright light, it mistakes itself for a rival and targets itself with its gaze.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}10 ({@damage 2d6 + 3}) piercing damage plus 7 ({@damage 2d6}) poison damage.""]}]",,,,
Bat,MM,"[""T""]",beast,"[""U""]",[12],"{""average"": 1, ""formula"": ""1d4 - 1""}","{""walk"": 5, ""fly"": 30}",2,15,8,2,12,4,,,11,,0,"[{""name"": ""Echolocation"", ""entries"": [""The bat can't use its blindsight while {@condition deafened}.""]}, {""name"": ""Keen Hearing"", ""entries"": [""The bat has advantage on Wisdom ({@skill Perception}) checks that rely on hearing.""]}]","[{""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 0} to hit, reach 5 ft., one creature. {@h}1 piercing damage.""]}]",,,,
Bearded Devil,MM,"[""M""]","{""type"": ""fiend"", ""tags"": [""devil""]}","[""L"", ""E""]","[{""ac"": 13, ""from"": [""natural armor""]}]","{""average"": 52, ""formula"": ""8d8 + 16""}","{""walk"": 30}",16,15,15,9,11,11,"{""str"": ""+5"", ""con"": ""+4"", ""wis"": ""+2""}",,10,"[""Infernal"", ""telepathy 120 ft.""]",3,"[{""name"": ""Devil's Sight"", ""entries"": [""Magical darkness doesn't impede the devil's darkvision.""]}, {""name"": ""Magic Resistance"", ""entries"": [""The devil has advantage on saving throws against spells and other magical effects.""]}, {""name"": ""Steadfast"", ""entries"": [""The devil can't be {@condition frightened} while it can see an allied creature within 30 feet of it.""]}]","[{""name"": ""Multiattack"", ""entries"": [""The devil makes two attacks: one with its beard and one with its glaive.""]}, {""name"": ""Beard"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one creature. {@h}6 ({@damage 1d8 + 2}) piercing damage, and the target must succeed on a {@dc 12} Constitution saving throw or be {@condition poisoned} for 1 minute. While {@condition poisoned} in this way, the target can't regain hit points. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.""]}, {""name"": ""Glaive"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 10 ft., one target. {@h}8 ({@damage 1d10 + 3}) slashing damage. If the target is a creature other than an undead or a construct, it must succeed on a {@dc 12} Constitution saving throw or lose 5 ({@dice 1d10}) hit points at the start of each of its turns due to an infernal wound. Each time the devil hits the wounded target with this attack, the damage dealt by the wound increases by 5 ({@damage 1d10}). Any creature can take an action to stanch the wound with a successful {@dc 12} Wisdom ({@skill Medicine}) check. The wound also closes if the target receives magical healing.""]}]",,,,
Behir,MM,"[""H""]",monstrosity,"[""N"", ""E""]","[{""ac"": 17, ""from"": [""natural armor""]}]","{""average"": 168, ""formula"": ""16d12 + 64""}","{""walk"": 50, ""climb"": 40}",23,16,18,7,14,12,,"{""perception"": ""+6"", ""stealth"": ""+7""}",16,"[""Draconic""]",11,,"[{""name"": ""Multiattack"", ""entries"": [""The behir makes two attacks: one with its bite and one to constrict.""]}, {""name"": ""Bite"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 10 ft., one target. {@h}22 ({@damage 3d10 + 6}) piercing damage.""]}, {""name"": ""Constrict"", ""entries"": [""{@atk mw} {@hit 10} to hit, reach 5 ft., one Large or smaller creature. {@h}17 ({@damage 2d10 + 6}) bludgeoning damage plus 17 ({@damage 2d10 + 6}) slashing damage. The target is {@condition grappled} (escape {@dc 16}) if the behir isn't already constricting a creature, and the target is {@condition restrained} until this grapple ends.""]}, {""name"": ""Lightning Breath {@recharge 5}"", ""entries"": [""The behir exhales a line of lightning that is 20 feet long and 5 feet wide. Each creature in that line must make a {@dc 16} Dexterity saving throw, taking 66 ({@damage 12d10}) lightning damage on a failed save, or half as much damage on a successful one.""]}, {""name"": ""Swallow"", ""entries"": [""The behir makes one bite attack against a Medium or smaller target it is grappling. If the attack hits, the target is also swallowed, and the grapple ends. While swallowed, the target is {@condition blinded} and {@condition restrained}, it has {@quickref Cover||3||total cover} against attacks and other effects outside the behir, and it takes 21 ({@damage 6d6}) acid damage at the start of each of the behir's turns. A behir can have only one creature swallowed at a time."", ""If the behir takes 30 damage or more on a single turn from the swallowed creature, the behir must succeed on a {@dc 14} Constitution saving throw at the end of that turn or regurgitate the creature, which falls {@condition prone} in a space within 10 feet of the behir. If the behir dies, a swallowed creature is no longer {@condition restrained} by it and can escape from the corpse by using 15 feet of movement, exiting {@condition prone}.""]}]",,,,
Berserker,MM,"[""M""]","{""type"": ""humanoid"", ""tags"": [""any race""]}","[""C"", ""G"", ""NY"", ""E""]","[{""ac"": 13, ""from"": [""{@item hide armor|phb}""]}]","{""average"": 67, ""formula"": ""9d8 + 27""}","{""walk"": 30}",16,12,17,9,11,9,,,10,"[""any one language (usually Common)""]",2,"[{""name"": ""Reckless"", ""entries"": [""At the start of its turn, the berserker can gain advantage on all melee weapon attack rolls during that turn, but attack rolls against it have advantage until the start of its next turn.""]}]","[{""name"": ""Greataxe"", ""entries"": [""{@atk mw} {@hit 5} to hit, reach 5 ft., one target. {@h}9 ({@damage 1d12 + 3}) slashing damage.""]}]",,,,
