Name,Source,Type,IsBaseItem,Rarity,Weight,Value,RequiresAttunement,Description,Property,Damage,DamageType,ArmorClass
Rowboat,DMG,SHP,False,none,100,5000,,"[""Keelboats and rowboats are used on lakes and rivers, If going downstream, add the speed of the current (typically 3 miles per hour) to the speed of the vehicle. These vehicles can't be rowed against any significant current, but they can be pulled upstream by draft animals on the shores. A rowboat weighs 100 pounds, in case adventurers carry it over land.""]",,,,
Sack,PHB,G,False,none,0.5,1,,"[""A sack can hold up to 1 cubic foot or 30 pounds of gear.""]",,,,
Saddlebags,PHB,TAH,False,none,8,400,,,,,,
Saffron,PHB,TG,False,none,1,1500,,,,,,
Sailing Ship,DMG,SHP,False,none,,1000000,,,,,,
Salt,PHB,TG,False,none,1,5,,,,,,
Scarab of Protection,DMG,,False,legendary,,,true,"[""If you hold this beetle-shaped medallion in your hand for 1 round, an inscription appears on its surface revealing its magical nature. It provides two benefits while it is on your person:"", {""type"": ""list"", ""items"": [""You have advantage on saving throws against spells."", ""The scarab has 12 charges. If you fail a saving throw against a necromancy spell or a harmful effect originating from an undead creature, you can use your reaction to expend 1 charge and turn the failed save into a successful one. The scarab crumbles into powder and is destroyed when its last charge is expended.""]}]",,,,
Scholar's Pack,PHB,G,False,none,10,4000,,"[""Includes:"", {""type"": ""list"", ""items"": [""a {@item backpack|phb}"", ""a {@item book|phb} of lore"", ""a {@item Ink (1-ounce bottle)|phb|bottle of ink}"", ""an {@item ink pen|phb}"", ""10 {@item Parchment (one sheet)|phb|sheets of parchment}"", ""a little bag of sand"", ""a small knife.""]}]",,,,
Scimitar of Speed,DMG,M,False,very rare,3,,true,"[""You gain a +2 bonus to attack and damage rolls made with this magic weapon. In addition, you can make one attack with it as a bonus action on each of your turns.""]","[""F"", ""L""]",1d6,S,
Sealing Wax,PHB,G,False,none,,50,,,,,,
Serpent Venom,DMG,G,False,none,,20000,,"[""This poison must be harvested from a dead or {@condition incapacitated} {@creature giant poisonous snake}. A creature subjected to this poison must succeed on a {@dc 11} Constitution saving throw, taking 10 ({@damage 3d6}) poison damage on a failed save, or half as much damage on a successful one.""]",,,,
Sheep,PHB,TG,False,none,,200,,,,,,
Shield of Missile Attraction,DMG,S,False,rare,6,,true,"[""While holding this shield, you have resistance to damage from ranged weapon attacks."", {""type"": ""entries"", ""name"": ""Curse"", ""entries"": [""This shield is cursed. Attuning to it curses you until you are targeted by the {@spell remove curse} spell or similar magic. Removing the shield fails to end the curse on you. Whenever a ranged weapon attack is made against a target within 10 feet of you, the curse causes you to become the target instead.""]}]",,,,2
Shovel,PHB,G,False,none,5,200,,,,,,
Signal Whistle,PHB,G,False,none,,5,,,,,,
Signet Ring,PHB,G,False,none,,500,,,,,,
Silk (1 sq. yd.),PHB,TG,False,none,,1000,,,,,,
Silk Rope (50 feet),PHB,G,False,none,5,1000,,"[""Rope, whether made of hemp or silk, has 2 hit points and can be burst with a {@dc 17} Strength check.""]",,,,
Silver,PHB,TG,False,none,1,500,,,,,,
Silver Dragon Scale Mail,DMG,MA,False,very rare,45,,true,"[""Dragon scale mail is made of the scales of one kind of dragon. Sometimes dragons collect their cast-off scales and gift them to humanoids. Other times, hunters carefully skin and preserve the hide of a dead dragon. In either case, dragon scale mail is highly valued. While wearing this armor, you gain a +1 bonus to AC, you have advantage on saving throws against the Frightful Presence and breath weapons of dragons, and you have resistance to cold damage."", ""Additionally, you can focus your senses as an action to magically discern the distance and direction to the closest silver dragon within 30 miles of you. This special action can't be used again until the next dawn.""]",,,,14
Sled,PHB,VEH,False,none,300,2000,,,,,,
Sledgehammer,PHB,G,False,none,10,200,,,,,,
Slippers of Spider Climbing,DMG,,False,uncommon,,,true,"[""While you wear these light shoes, you can move up, down, and across vertical surfaces and upside down along ceilings, while leaving your hands free. You have a climbing speed equal to your walking speed. However, the slippers don't allow you to move this way on a slippery surface, such as one covered by ice or oil.""]",,,,
Soap,PHB,G,False,none,,2,,,,,,
Sovereign Glue,DMG,,False,legendary,,,,"[""This viscous, milky-white substance can form a permanent adhesive bond between any two objects. It must be stored in a jar or flask that has been coated inside with {@item oil of slipperiness}. When found, a container contains {@dice 1d6 + 1} ounces."", ""One ounce of the glue can cover a 1-foot square surface. The glue takes 1 minute to set. Once it has done so, the bond it creates can be broken only by the application of {@item universal solvent} or {@item oil of etherealness}, or with a {@spell wish} spell.""]",,,,
Spell Scroll (1st Level),DMG,SC|DMG,False,common,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 11. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 13 and an attack bonus of {@hit 5}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 11} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (2nd Level),DMG,SC|DMG,False,uncommon,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 12. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 13 and an attack bonus of {@hit 5}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 12} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (3rd Level),DMG,SC|DMG,False,uncommon,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 13. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 15 and an attack bonus of {@hit 7}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 13} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (4th Level),DMG,SC|DMG,False,rare,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 14. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 15 and an attack bonus of {@hit 7}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 14} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (5th Level),DMG,SC|DMG,False,rare,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 15. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 17 and an attack bonus of {@hit 9}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 15} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (6th Level),DMG,SC|DMG,False,very rare,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 16. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 17 and an attack bonus of {@hit 9}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 16} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (7th Level),DMG,SC|DMG,False,very rare,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 17. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 18 and an attack bonus of {@hit 10}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 17} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (8th Level),DMG,SC|DMG,False,very rare,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 18. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 18 and an attack bonus of {@hit 10}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 18} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (9th Level),DMG,SC|DMG,False,legendary,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 19. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 19 and an attack bonus of {@hit 11}."", ""A wizard spell on a spell scroll can be copied just as spells in spellbooks can be copied. When a spell is copied from a spell scroll, the copier must succeed on a {@dc 19} Intelligence ({@skill Arcana}) check. If the check succeeds, the spell is successfully copied. Whether the check succeeds or fails, the spell scroll is destroyed.""]",,,,
Spell Scroll (Cantrip),DMG,SC|DMG,False,common,,,,"[""A spell scroll bears the words of a single spell, written as a mystical cipher. If the spell is on your class's spell list, you can read the scroll and cast its spell without providing any material components. Otherwise, the scroll is unintelligible. Casting the spell by reading the scroll requires the spell's normal casting time. Once the spell is cast, the words on the scroll fade, and it crumbles to dust. If the casting is interrupted, the scroll is not lost."", ""If the spell is on your class's spell list but of a higher level than you can normally cast, you must make an ability check using your spellcasting ability to determine whether you cast it successfully. The DC is 10. On a failed check, the spell disappears from the scroll with no other effect."", ""Once the spell is cast, the words on the scroll fade, and the scroll itself crumbles to dust."", ""A spell cast from this scroll has a save DC of 13 and an attack bonus of {@hit 5}.""]",,,,
Spellbook,PHB,G,False,none,3,5000,,"[""Essential for wizards, a spellbook is a leather-bound tome with 100 blank vellum pages suitable for recording spells.""]",,,,
Spellguard Shield,DMG,S,False,very rare,6,,true,"[""While holding this shield, you have advantage on saving throws against spells and other magical effects, and spell attacks have disadvantage against you.""]",,,,2
Sphere of Annihilation,DMG,,False,legendary,,,,"[""This 2-foot-diameter black sphere is a hole in the multiverse, hovering in space and stabilized by a magical field surrounding it."", ""The sphere obliterates all matter it passes through and all matter that passes through it. Artifacts are the exception. Unless an artifact is susceptible to damage from a sphere of annihilation, it passes through the sphere unscathed. Anything else that touches the sphere but isn't wholly engulfed and obliterated by it takes {@damage 4d10} force damage."", ""The sphere is stationary until someone controls it. If you are within 60 feet of an uncontrolled sphere, you can use an action to make a {@dc 25} Intelligence ({@skill Arcana}) check. On a success, the sphere levitates in one direction of your choice, up to a number of feet equal to 5 × your Intelligence modifier (minimum 5 feet). On a failure, the sphere moves 10 feet toward you. A creature whose space the sphere enters must succeed on a {@dc 13} Dexterity saving throw or be touched by it, taking {@damage 4d10} force damage."", ""If you attempt to control a sphere that is under another creature's control, you make an Intelligence ({@skill Arcana}) check contested by the other creature's Intelligence ({@skill Arcana}) check. The winner of the contest gains control of the sphere and can levitate it as normal."", ""If the sphere comes into contact with a planar portal, such as that created by the {@spell gate} spell, or an extradimensional space, such as that within a {@item portable hole}, the DM determines randomly what happens, using the following table."", {""type"": ""table"", ""colLabels"": [""{@dice d100}"", ""Result""], ""colStyles"": [""col-1 text-center"", ""col-11""], ""rows"": [[""01-50"", ""The sphere is destroyed.""], [""51-85"", ""The sphere moves through the portal or into the extradimensional space.""], [""86-00"", ""A spatial rift sends each creature and object within 180 feet of the sphere, including the sphere, to a random plane of existence.""]]}]",,,,
Sprig of Mistletoe,PHB,SCF,False,none,,100,,,,,,
Spyglass,PHB,G,False,none,1,100000,,"[""Objects viewed through a spyglass are magnified to twice their size.""]",,,,
Stabling (per day),PHB,TAH,False,none,,50,,,,,,
Staff of Charming,DMG,,False,rare,4,,"by a bard, cleric, druid, sorcerer, warlock, or wizard","[""While holding this staff, you can use an action to expend 1 of its 10 charges to cast {@spell charm person}, {@spell command}, or {@spell comprehend languages} from it using your spell save DC. The staff can also be used as a magic quarterstaff."", ""If you are holding the staff and fail a saving throw against an enchantment spell that targets only you, you can turn your failed save into a successful one. You can't use this property of the staff again until the next dawn. If you succeed on a save against an enchantment spell that targets only you, with or without the staff's intervention, you can use your reaction to expend 1 charge from the staff and turn the spell back on its caster as if you had cast the spell."", ""The staff regains {@dice 1d8 + 2} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1, the staff becomes a nonmagical quarterstaff.""]","[""V""]",1d6,B,
Staff of Fire,DMG,,False,very rare,4,,"by a druid, sorcerer, warlock, or wizard","[""You have resistance to fire damage while you hold this staff."", ""The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: {@spell burning hands} (1 charge), {@spell fireball} (3 charges), or {@spell wall of fire} (4 charges)."", ""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1, the staff blackens, crumbles into cinders, and is destroyed.""]","[""V""]",1d6,B,
Staff of Frost,DMG,,False,very rare,4,,"by a druid, sorcerer, warlock, or wizard","[""You have resistance to cold damage while you hold this staff."", ""The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: {@spell cone of cold} (5 charges), {@spell fog cloud} (1 charge), {@spell ice storm} (4 charges), or {@spell wall of ice} (4 charges)."", ""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1. the staff turns to water and is destroyed.""]","[""V""]",1d6,B,
Staff of Healing,DMG,,False,rare,4,,"by a bard, cleric, or druid","[""This staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability modifier: {@spell cure wounds} (1 charge per spell level, up to 4th), {@spell lesser restoration} (2 charges). or {@spell mass cure wounds} (5 charges)."", ""The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1. the staff vanishes in a flash of light, lost forever.""]","[""V""]",1d6,B,
Staff of Power,DMG,,False,very rare,4,,"by a sorcerer, warlock, or wizard","[""This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you gain a +2 bonus to Armor Class, saving throws, and spell attack rolls."", ""The staff has 20 charges for the following properties. The staff regains {@dice 2d8 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1, the staff retains its +2 bonus to attack and damage roll but loses all other properties. On a 20, the staff regain {@dice 1d8 + 2} charges."", {""name"": ""Power Strike"", ""type"": ""entries"", ""entries"": [""When you hit with a melee attack using the staff, you can expend 1 charge to deal an extra {@damage 1d6} force damage to the target.""]}, {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""While holding this staff, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spell attack bonus: {@spell cone of cold} (5 charges), {@spell fireball} (5th-level version, 5 charges), {@spell globe of invulnerability} (6 charges), {@spell hold monster} (5 charges), {@spell levitate} (2 charges), {@spell lightning bolt} (5th-level version, 5 charges), {@spell magic missile} (1 charge), {@spell ray of enfeeblement} (1 charge), or {@spell wall of force} (5 charges).""]}, {""name"": ""Retributive Strike"", ""type"": ""entries"", ""entries"": [""You can use an action to break the staff over your knee or against a solid surface, performing a retributive strike. The staff is destroyed and releases its remaining magic in an explosion that expands to fill a 30-foot-radius sphere centered on it."", ""You have a {@chance 50} chance to instantly travel to a random plane of existence, avoiding the explosion. If you fail to avoid the effect, you take force damage equal to 16 × the number of charges in the staff. Every other creature in the area must make a {@dc 17} Dexterity saving throw. On a failed save, a creature takes an amount of damage based on how far away it is from the point of origin, as shown in the following table. On a successful save, a creature takes half as much damage."", {""type"": ""table"", ""colLabels"": [""Distance from Origin"", ""Effect""], ""colStyles"": [""col-3"", ""col-9""], ""rows"": [[""10 ft. away or closer"", ""8 × the number of charges in the staff""], [""11 to 20 ft. away"", ""6 × the number of charges in the staff""], [""21 to 30 ft. away"", ""4 × the number of charges in the staff""]]}]}]","[""V""]",1d6,B,
Staff of Striking,DMG,,False,very rare,4,,true,"[""This staff can be wielded as a magic quarterstaff that grants a +3 bonus to attack and damage rolls made with it."", ""The staff has 10 charges. When you hit with a melee attack using it, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra {@damage 1d6} force damage. The staff regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1, the staff becomes a nonmagical quarterstaff.""]","[""V""]",1d6,B,
Staff of Swarming Insects,DMG,,False,rare,4,,"by a bard, cleric, druid, sorcerer, warlock, or wizard","[""This staff has 10 charges and regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1, a {@creature swarm of insects} consumes and destroys the staff, then disperses."", {""name"": ""Spells"", ""type"": ""entries"", ""entries"": [""While holding the staff, you can use an action to expend some of its charges to cast one of the following spells from it, using your spell save DC: {@spell giant insect} (4 charges) or {@spell insect plague} (5 charges).""]}, {""name"": ""Insect Cloud"", ""type"": ""entries"", ""entries"": [""While holding the staff, you can use an action and expend 1 charge to cause a swarm of harmless flying insects to spread out in a 30-foot radius from you. The insects remain for 10 minutes, making the area heavily obscured for creatures other than you. The swarm moves with you, remaining centered on you. A wind of at least 10 miles per hour disperses the swarm and ends the effect.""]}]","[""V""]",1d6,B,
Staff of the Magi,DMG,,False,legendary,4,,"by a sorcerer, warlock, or wizard","[""This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While you hold it, you gain a +2 bonus to spell attack rolls."", ""The staff has 50 charges for the following properties. It regains {@dice 4d6 + 2} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 20, the staff regains {@dice 1d12 + 1} charges."", {""name"": ""Spell Absorption"", ""type"": ""entries"", ""entries"": [""While holding the staff, you have advantage on saving throws against spells. In addition, you can use your reaction when another creature casts a spell that targets only you. If you do, the staff absorbs the magic of the spell, canceling its effect and gaining a number of charges equal to the absorbed spell's level. However, if doing so brings the staff's total number of charges above 50, the staff explodes as if you activated its retributive strike (see below).""]}, {""name"": ""Spells"", ""type"": ""entries"", ""entries"": [""While holding the staff, you can use an action to expend some of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability: {@spell conjure elemental} (7 charges), {@spell dispel magic} (3 charges), {@spell fireball} (7th-level version, 7 charges), {@spell flaming sphere} (2 charges), {@spell ice storm} (4 charges), {@spell invisibility} (2 charges), {@spell knock} (2 charges), {@spell lightning bolt} (7th-level version, 7 charges), {@spell passwall} (5 charges), {@spell plane shift} (7 charges), {@spell telekinesis} (5 charges), {@spell wall of fire} (4 charges), or {@spell web} (2 charges)."", ""You can also use an action to cast one of the following spells from the staff without using any charges: {@spell arcane lock}, {@spell detect magic}, {@spell enlarge/reduce}, {@spell light}, {@spell mage hand}, or {@spell protection from evil and good}.""]}, {""name"": ""Retributive Strike"", ""type"": ""entries"", ""entries"": [""You can use an action to break the staff over your knee or against a solid surface, performing a retributive strike. The staff is destroyed and releases its remaining magic in an explosion that expands to fill a 30-foot-radius sphere centered on it."", ""You have a {@chance 50} chance to instantly travel to a random plane of existence, avoiding the explosion. If you fail to avoid the effect, you take force damage equal to 16 × the number of charges in the staff. Every other creature in the area must make a {@dc 17} Dexterity saving throw. On a failed save, a creature takes an amount of damage based on how far away it is from the point of origin, as shown in the following table. On a successful save, a creature takes half as much damage.""]}, {""type"": ""table"", ""colLabels"": [""Distance from Origin"", ""Damage""], ""colStyles"": [""col-3"", ""col-9""], ""rows"": [[""10 ft. away or closer"", ""8 × the number of charges in the staff""], [""11 to 20 ft. away"", ""6 × the number of charges in the staff""], [""21 to 30 ft. away"", ""4 × the number of charges in the staff""]]}]","[""V""]",1d6,B,
Staff of the Python,DMG,,False,uncommon,4,,"by a cleric, druid, or warlock","[""You can use an action to speak this staff's command word and throw the staff on the ground within 10 feet of you. The staff becomes a {@creature giant constrictor snake} under your control and acts on its own initiative count. By using a bonus action to speak the command word again, you return the staff to its normal form in a space formerly occupied by the snake."", ""On your turn, you can mentally command the snake if it is within 60 feet of you and you aren't {@condition incapacitated}. You decide what action the snake takes and where it moves during its next turn, or you can issue it a general command, such as to attack your enemies or guard a location."", ""If the snake is reduced to 0 hit points, it dies and reverts to its staff form. The staff then shatters and is destroyed. If the snake reverts to staff form before losing all its hit points, it regains all of them.""]","[""V""]",1d6,B,
Staff of the Woodlands,DMG,,False,rare,4,,by a druid,"[""This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you have a +2 bonus to spell attack rolls."", ""The staff has 10 charges for the following properties. It regains {@dice 1d6 + 4} expended charges daily at dawn. If you expend the last charge, roll a {@dice d20}. On a 1, the staff loses its properties and becomes a nonmagical quarterstaff."", {""type"": ""entries"", ""name"": ""Spells"", ""entries"": [""You can use an action to expend 1 or more of the staff's charges to cast one of the following spells from it, using your spell save DC: {@spell animal friendship} (1 charge), {@spell awaken} (5 charges), {@spell barkskin} (2 charges), {@spell locate animals or plants} (2 charges), {@spell speak with animals} (1 charge), {@spell speak with plants} (3 charges), or {@spell wall of thorns} (6 charges)."", ""You can also use an action to cast the {@spell pass without trace} spell from the staff without using any charges.""]}, {""type"": ""entries"", ""name"": ""Tree Form"", ""entries"": [""You can use an action to plant one end of the staff in fertile earth and expend 1 charge to transform the staff into a healthy tree. The tree is 60 feet tall and has a 5-foot-diameter trunk, and its branches at the top spread out in a 20-foot radius. The tree appears ordinary but radiates a faint aura of transmutation magic if targeted by {@spell detect magic}. While touching the tree and using another action to speak its command word, you return the staff to its normal form. Any creature in the tree falls when it reverts to a staff.""]}]","[""V""]",1d6,B,
Staff of Thunder and Lightning,DMG,,False,very rare,4,,true,"[""This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. It also has the following additional properties. When one of these properties is used, it can't be used again until the next dawn."", {""type"": ""entries"", ""name"": ""Lightning"", ""entries"": [""When you hit with a melee attack using the staff, you can cause the target to take an extra {@damage 2d6} lightning damage.""]}, {""type"": ""entries"", ""name"": ""Thunder"", ""entries"": [""When you hit with a melee attack using the staff, you can cause the staff to emit a crack of thunder, audible out to 300 feet. The target you hit must succeed on a {@dc 17} Constitution saving throw or become {@condition stunned} until the end of your next turn.""]}, {""type"": ""entries"", ""name"": ""Lightning Strike"", ""entries"": [""You can use an action to cause a bolt of lightning to leap from the staff's tip in a line that is 5 feet wide and 120 feet long. Each creature in that line must make a {@dc 17} Dexterity saving throw, taking {@damage 9d6} lightning damage on a failed save, or half as much damage on a successful one.""]}, {""type"": ""entries"", ""name"": ""Thunderclap"", ""entries"": [""You can use an action to cause the staff to issue a deafening thunderclap, audible out to 600 feet. Each creature within 60 feet of you (not including you) must make a {@dc 17} Constitution saving throw. On a failed save, a creature takes {@damage 2d6} thunder damage and becomes {@condition deafened} for 1 minute. On a successful save, a creature takes half damage and isn't {@condition deafened}.""]}, {""type"": ""entries"", ""name"": ""Thunder and Lightning"", ""entries"": [""You can use an action to use the Lightning Strike and Thunderclap properties at the same time. Doing so doesn't expend the daily use of those properties, only the use of this one.""]}]","[""V""]",1d6,B,
Staff of Withering,DMG,,False,rare,4,,"by a cleric, druid, or warlock","[""This staff has 3 charges and regains {@dice 1d3} expended charges daily at dawn."", ""The staff can be wielded as a magic quarterstaff. On a hit, it deals damage as a normal quarterstaff, and you can expend 1 charge to deal an extra {@damage 2d10} necrotic damage to the target. In addition, the target must succeed on a {@dc 15} Constitution saving throw or have disadvantage for 1 hour on any ability check or saving throw that uses Strength or Constitution.""]","[""V""]",1d6,B,
Steel Mirror,PHB,G,False,none,0.5,500,,,,,,
